"100"
"A1BO100","","","","","1","0",""
"A1BO100","","","","","2","0",""
"A1BO100","","","","","3","0",""
"A1BO100","","","","","4","0",""
"A1BO100","","","","","5","0",""
"A1BO100","","","","","6","0",""
"110"
"A1BO110","","","","","1","0",""
"A1BO110","","","","","2","0",""
"A1BO110","","","","","3","0",""
"A1BO110","","","","","4","0",""
"A1BO110","","","","","5","0",""
"A1BO110","","","","","6","0",""
"1600m"
"A1BO1600M","","","","","1","0",""
"A1BO1600M","","","","","2","0",""
"A1BO1600M","","","","","3","0",""
"A1BO1600M","","","","","4","0",""
"A1BO1600M","","","","","5","0",""
"A1BO1600M","","","","","6","0",""
"1600r"
"A1BO1600R","","","","","","","","","","","","","","1","0",""
"A1BO1600R","","","","","","","","","","","","","","2","0",""
"A1BO1600R","","","","","","","","","","","","","","3","0",""
"A1BO1600R","","","","","","","","","","","","","","4","0",""
"200"
"A1BO200","","","","","1","0",""
"A1BO200","","","","","2","0",""
"A1BO200","","","","","3","0",""
"A1BO200","","","","","4","0",""
"A1BO200","","","","","5","0",""
"A1BO200","","","","","6","0",""
"300"
"A1BO300","","","","","1","0",""
"A1BO300","","","","","2","0",""
"A1BO300","","","","","3","0",""
"A1BO300","","","","","4","0",""
"A1BO300","","","","","5","0",""
"A1BO300","","","","","6","0",""
"3200m"
"A1BO3200M","","","","","1","0",""
"A1BO3200M","","","","","2","0",""
"A1BO3200M","","","","","3","0",""
"A1BO3200M","","","","","4","0",""
"A1BO3200M","","","","","5","0",""
"A1BO3200M","","","","","6","0",""
"3200r"
"A1BO3200R","","","","","","","","","","","","","","1","0",""
"A1BO3200R","","","","","","","","","","","","","","2","0",""
"A1BO3200R","","","","","","","","","","","","","","3","0",""
"A1BO3200R","","","","","","","","","","","","","","4","0",""
"400m"
"A1BO400M","","","","","1","0",""
"A1BO400M","","","","","2","0",""
"A1BO400M","","","","","3","0",""
"A1BO400M","","","","","4","0",""
"A1BO400M","","","","","5","0",""
"A1BO400M","","","","","6","0",""
"400r"
"A1BO400R","","","","","","","","","","","","","","1","0",""
"A1BO400R","","","","","","","","","","","","","","2","0",""
"A1BO400R","","","","","","","","","","","","","","3","0",""
"A1BO400R","","","","","","","","","","","","","","4","0",""
"800"
"A1BO800","","","","","1","0",""
"A1BO800","","","","","2","0",""
"A1BO800","","","","","3","0",""
"A1BO800","","","","","4","0",""
"A1BO800","","","","","5","0",""
"A1BO800","","","","","6","0",""
"d"
"A1BOD","","","","","1","0",""
"A1BOD","","","","","2","0",""
"A1BOD","","","","","3","0",""
"A1BOD","","","","","4","0",""
"hj"
"A1BOHJ","","","","","","0",""
"A1BOHJ","","","","","","0",""
"A1BOHJ","","","","","","0",""
"A1BOHJ","","","","","","0",""
"lj"
"A1BOLJ","","","","","1","0",""
"A1BOLJ","","","","","2","0",""
"A1BOLJ","","","","","3","0",""
"A1BOLJ","","","","","4","0",""
"pv"
"A1BOPV","","","","","","0",""
"A1BOPV","","","","","","0",""
"A1BOPV","","","","","","0",""
"A1BOPV","","","","","","0",""
"sp"
"A1BOSP","","","","","1","0",""
"A1BOSP","","","","","2","0",""
"A1BOSP","","","","","3","0",""
"A1BOSP","","","","","4","0",""
"tj"
"A1BOTJ","","","","","1","0",""
"A1BOTJ","","","","","2","0",""
"A1BOTJ","","","","","3","0",""
"A1BOTJ","","","","","4","0",""
"100"
"A1GI100","","","","","1","0",""
"A1GI100","","","","","2","0",""
"A1GI100","","","","","3","0",""
"A1GI100","","","","","4","0",""
"A1GI100","","","","","5","0",""
"A1GI100","","","","","6","0",""
"100h"
"A1GI100H","","","","","1","0",""
"A1GI100H","","","","","2","0",""
"A1GI100H","","","","","3","0",""
"A1GI100H","","","","","4","0",""
"A1GI100H","","","","","5","0",""
"A1GI100H","","","","","6","0",""
"1600m"
"A1GI1600M","","","","","1","0",""
"A1GI1600M","","","","","2","0",""
"A1GI1600M","","","","","3","0",""
"A1GI1600M","","","","","4","0",""
"A1GI1600M","","","","","5","0",""
"A1GI1600M","","","","","6","0",""
"1600r"
"A1GI1600R","","","","","","","","","","","","","","1","0",""
"A1GI1600R","","","","","","","","","","","","","","2","0",""
"A1GI1600R","","","","","","","","","","","","","","3","0",""
"A1GI1600R","","","","","","","","","","","","","","4","0",""
"200"
"A1GI200","","","","","1","0",""
"A1GI200","","","","","2","0",""
"A1GI200","","","","","3","0",""
"A1GI200","","","","","4","0",""
"A1GI200","","","","","5","0",""
"A1GI200","","","","","6","0",""
"300"
"A1GI300","","","","","1","0",""
"A1GI300","","","","","2","0",""
"A1GI300","","","","","3","0",""
"A1GI300","","","","","4","0",""
"A1GI300","","","","","5","0",""
"A1GI300","","","","","6","0",""
"3200m"
"A1GI3200M","","","","","1","0",""
"A1GI3200M","","","","","2","0",""
"A1GI3200M","","","","","3","0",""
"A1GI3200M","","","","","4","0",""
"A1GI3200M","","","","","5","0",""
"A1GI3200M","","","","","6","0",""
"3200r"
"A1GI3200R","","","","","","","","","","","","","","1","0",""
"A1GI3200R","","","","","","","","","","","","","","2","0",""
"A1GI3200R","","","","","","","","","","","","","","3","0",""
"A1GI3200R","","","","","","","","","","","","","","4","0",""
"400m"
"A1GI400M","","","","","1","0",""
"A1GI400M","","","","","2","0",""
"A1GI400M","","","","","3","0",""
"A1GI400M","","","","","4","0",""
"A1GI400M","","","","","5","0",""
"A1GI400M","","","","","6","0",""
"400r"
"A1GI400R","","","","","","","","","","","","","","1","0",""
"A1GI400R","","","","","","","","","","","","","","2","0",""
"A1GI400R","","","","","","","","","","","","","","3","0",""
"A1GI400R","","","","","","","","","","","","","","4","0",""
"800"
"A1GI800","","","","","1","0",""
"A1GI800","","","","","2","0",""
"A1GI800","","","","","3","0",""
"A1GI800","","","","","4","0",""
"A1GI800","","","","","5","0",""
"A1GI800","","","","","6","0",""
"d"
"A1GID","","","","","1","0",""
"A1GID","","","","","2","0",""
"A1GID","","","","","3","0",""
"A1GID","","","","","4","0",""
"hj"
"A1GIHJ","","","","","","0",""
"A1GIHJ","","","","","","0",""
"A1GIHJ","","","","","","0",""
"A1GIHJ","","","","","","0",""
"lj"
"A1GILJ","","","","","1","0",""
"A1GILJ","","","","","2","0",""
"A1GILJ","","","","","3","0",""
"A1GILJ","","","","","4","0",""
"pv"
"A1GIPV","","","","","","0",""
"A1GIPV","","","","","","0",""
"A1GIPV","","","","","","0",""
"A1GIPV","","","","","","0",""
"sp"
"A1GISP","","","","","1","0",""
"A1GISP","","","","","2","0",""
"A1GISP","","","","","3","0",""
"A1GISP","","","","","4","0",""
"tj"
"A1GITJ","","","","","1","0",""
"A1GITJ","","","","","2","0",""
"A1GITJ","","","","","3","0",""
"A1GITJ","","","","","4","0",""
"100"
"A2BO100","","","","","1","0",""
"A2BO100","","","","","2","0",""
"A2BO100","","","","","3","0",""
"A2BO100","","","","","4","0",""
"A2BO100","","","","","5","0",""
"A2BO100","","","","","6","0",""
"110"
"A2BO110","","","","","1","0",""
"A2BO110","","","","","2","0",""
"A2BO110","","","","","3","0",""
"A2BO110","","","","","4","0",""
"A2BO110","","","","","5","0",""
"A2BO110","","","","","6","0",""
"1600m"
"A2BO1600M","","","","","1","0",""
"A2BO1600M","","","","","2","0",""
"A2BO1600M","","","","","3","0",""
"A2BO1600M","","","","","4","0",""
"A2BO1600M","","","","","5","0",""
"A2BO1600M","","","","","6","0",""
"1600r"
"A2BO1600R","","","","","","","","","","","","","","1","0",""
"A2BO1600R","","","","","","","","","","","","","","2","0",""
"A2BO1600R","","","","","","","","","","","","","","3","0",""
"A2BO1600R","","","","","","","","","","","","","","4","0",""
"200"
"A2BO200","","","","","1","0",""
"A2BO200","","","","","2","0",""
"A2BO200","","","","","3","0",""
"A2BO200","","","","","4","0",""
"A2BO200","","","","","5","0",""
"A2BO200","","","","","6","0",""
"300"
"A2BO300","","","","","1","0",""
"A2BO300","","","","","2","0",""
"A2BO300","","","","","3","0",""
"A2BO300","","","","","4","0",""
"A2BO300","","","","","5","0",""
"A2BO300","","","","","6","0",""
"3200m"
"A2BO3200M","","","","","1","0",""
"A2BO3200M","","","","","2","0",""
"A2BO3200M","","","","","3","0",""
"A2BO3200M","","","","","4","0",""
"A2BO3200M","","","","","5","0",""
"A2BO3200M","","","","","6","0",""
"3200r"
"A2BO3200R","","","","","","","","","","","","","","1","0",""
"A2BO3200R","","","","","","","","","","","","","","2","0",""
"A2BO3200R","","","","","","","","","","","","","","3","0",""
"A2BO3200R","","","","","","","","","","","","","","4","0",""
"400m"
"A2BO400M","","","","","1","0",""
"A2BO400M","","","","","2","0",""
"A2BO400M","","","","","3","0",""
"A2BO400M","","","","","4","0",""
"A2BO400M","","","","","5","0",""
"A2BO400M","","","","","6","0",""
"400r"
"A2BO400R","","","","","","","","","","","","","","1","0",""
"A2BO400R","","","","","","","","","","","","","","2","0",""
"A2BO400R","","","","","","","","","","","","","","3","0",""
"A2BO400R","","","","","","","","","","","","","","4","0",""
"800"
"A2BO800","","","","","1","0",""
"A2BO800","","","","","2","0",""
"A2BO800","","","","","3","0",""
"A2BO800","","","","","4","0",""
"A2BO800","","","","","5","0",""
"A2BO800","","","","","6","0",""
"d"
"A2BOD","","","","","1","0",""
"A2BOD","","","","","2","0",""
"A2BOD","","","","","3","0",""
"A2BOD","","","","","4","0",""
"hj"
"A2BOHJ","","","","","","0",""
"A2BOHJ","","","","","","0",""
"A2BOHJ","","","","","","0",""
"A2BOHJ","","","","","","0",""
"lj"
"A2BOLJ","","","","","1","0",""
