"850";"C2";"3";"1";"Omaha St. Peter Claver";"14";"1";"14";"23.80";" ";"1";"1.27";"25.07"
"851";"C2";"3";"1";"Louisville";"24";"1";"24";"40.80";" ";"2";"2.54";"43.34"
"852";"C2";"3";"1";"Omaha Brownell-Talbot";"8";"1";"8";"13.60";" ";"1";"1.27";"14.87"
"853";"C2";"3";"1";"Yutan";"17";"2";"34";"57.80";" ";"2";"2.54";"60.34"
"854";"C2";"3";"1";"Aquinas Catholic";"59";"2";"118";"200.60";" ";"2";"2.54";"203.14"
"855";"C2";"2";"1";"Lourdes Central Catholic";"47";"2";"94";"159.80";" ";"2";"90.14";"249.94"
"856";"C2";"2";"1";"Malcolm";"19";"2";"38";"64.60";" ";"2";"90.14";"154.74"
"857";"C2";"2";"1";"Elmwood-Murdock";"26";"1";"26";"44.20";" ";"1";"45.07";"89.27"
"858";"C2";"2";"1";"Palmyra";"15";"1";"15";"25.50";" ";"2";"90.14";"115.64"
"859";"C2";"2";"1";"Weeping Water";"30";"1";"30";"51.00";" ";"1";"45.07";"96.07"
"860";"D2";"3";"1";"Dodge";"56";"2";"112";"190.40";"20.85";"2";"0.00";"20.85"
"861";"D2";"3";"1";"Lindsay Holy Family";"71";"2";"142";"241.40";"26.43";"2";"0.00";"26.43"
"862";"D2";"3";"1";"Leigh";"56";"1";"56";"95.20";"10.42";"1";"0.00";"10.42"
"863";"D2";"3";"1";"Prague";"20";"1";"20";"34.00";"3.72";"2";"0.00";"3.72"
"864";"D2";"3";"1";"Rising City";"18";"1";"18";"30.60";"3.35";"1";"0.00";"3.35"
"878";"C1";"12";"1";"Kimball";"100";"1";"100";"170.00";"20.83";"1";"0.00";"20.83"
"877";"C1";"12";"1";"Hershey";"185";"1";"185";"314.50";"38.53";"2";"0.00";"38.53"
"876";"C1";"12";"1";"Gordon-Rushville";"65";"2";"130";"221.00";"27.07";"2";"0.00";"27.07"
"875";"C1";"12";"1";"Chadron";"55";"2";"110";"187.00";"22.91";"2";"0.00";"22.91"
"870";"D1";"11";"1";"Brady";"24";"2";"48";"81.60";" ";"2";"157.37";"238.97"
